district,season,rainfall_mm,avg_temp_C,humidity_%,pH,N_kg_ha,P_kg_ha,K_kg_ha,crop
Ramanagara,Rabi,752.8,33.2,61.2,6.38,97.48,38.97,84.91,Tomato
Bagalkote,Summer,759.3,24.8,30.1,7.46,41.73,21.16,28.78,Sorghum
Shivamogga,Kharif,2076.4,20.5,82.4,5.53,50.89,23.77,21.59,Coconut
Haveri,Kharif,817.5,29.6,57.3,6.38,71.7,20.65,50.49,Cotton
Mandya,Kharif,929.2,28.0,71.2,7.51,100.01,51.17,66.56,Paddy
Vijayapura,Kharif,656.5,32.8,34.4,6.7,46.92,29.2,24.32,Sorghum
Mysuru,Kharif,838.1,22.9,74.0,7.87,36.44,11.46,29.88,Ragi
Udupi,Rabi,3300.7,27.2,92.9,5.01,58.02,37.04,71.89,Cashew
Udupi,Year-round,2964.6,30.8,49.8,6.38,70.12,38.49,31.01,Coconut
Ramanagara,Rabi,769.6,28.7,74.4,5.69,93.3,49.51,72.52,Maize
Chitradurga,Rabi,545.2,28.8,70.9,7.72,45.11,20.38,34.47,Sorghum
Dakshina Kannada,Rabi,2141.9,23.6,84.4,5.65,116.24,56.9,264.01,Arecanut
Dakshina Kannada,Kharif,2067.1,30.5,56.9,5.27,109.33,47.11,192.22,Arecanut
Bagalkote,Rabi,779.3,32.9,36.3,7.76,42.0,32.7,38.79,Cotton
Dakshina Kannada,Rabi,3198.9,25.7,62.4,6.12,92.53,41.73,120.21,Pepper
Hassan,Summer,913.4,18.9,59.4,7.18,73.18,48.44,157.92,Coffee
Mysuru,Kharif,986.4,27.5,66.4,7.48,48.23,13.55,37.06,Ragi
Ramanagara,Kharif,977.2,31.6,52.2,7.55,154.69,78.17,140.27,Mulberry
Kalaburagi,Rabi,509.4,34.3,62.4,6.71,16.66,27.95,23.03,Pulses
Mysuru,Kharif,1054.3,21.1,66.4,8.09,128.07,49.19,141.59,Sugarcane
Gadag,Rabi,695.4,34.3,70.1,7.02,22.1,22.25,32.88,Pulses
Mysuru,Year-round,879.9,31.1,78.8,6.25,67.1,25.97,26.71,Mango
Shivamogga,Kharif,1861.3,30.1,74.9,5.38,83.7,56.36,67.31,Vegetables
Dakshina Kannada,Year-round,2416.9,23.6,64.8,6.08,108.6,38.63,42.11,Paddy
Udupi,Kharif,3921.2,25.0,89.4,5.75,223.84,146.56,298.23,Banana
Dharwad,Summer,922.7,26.3,87.9,6.53,86.01,49.78,34.4,Wheat
Ramanagara,Summer,721.9,30.0,76.8,7.34,69.84,39.14,70.41,Tomato
Bagalkote,Kharif,764.5,24.1,33.6,7.78,100.21,29.62,30.91,Cotton
Gadag,Rabi,767.4,24.4,44.6,7.95,59.86,24.92,47.12,Cotton
Kalaburagi,Kharif,402.8,37.9,56.5,7.89,59.93,22.53,23.15,Jowar
Mandya,Rabi,927.8,20.2,69.5,7.64,27.14,14.34,37.2,Ragi
Bagalkote,Summer,754.8,28.1,54.8,7.51,51.77,21.61,48.54,Sunflower
Shivamogga,Rabi,1842.5,21.7,74.9,6.28,46.84,26.79,17.83,Millets
Chitradurga,Summer,515.2,27.1,60.7,7.41,22.08,23.93,16.41,Pulses
Udupi,Kharif,3903.9,29.3,71.4,6.44,163.28,104.89,252.85,Banana
Gadag,Rabi,775.3,33.6,78.9,8.12,23.27,34.89,47.46,Groundnut
Mandya,Kharif,816.3,25.7,30.7,6.98,112.95,37.63,71.35,Paddy
Gadag,Year-round,578.8,33.2,44.7,7.81,55.39,14.03,28.66,Sorghum
Belagavi,Kharif,807.7,22.3,65.8,7.65,68.49,29.73,35.16,Rice
Vijayapura,Year-round,531.7,37.6,60.4,6.29,22.07,26.76,22.82,Pulses
Bagalkote,Kharif,738.9,24.5,73.5,6.33,78.11,40.9,30.59,Cotton
Udupi,Rabi,3527.8,30.8,69.5,6.04,173.01,109.66,274.66,Banana
Belagavi,Kharif,814.8,30.0,65.3,7.86,71.29,25.19,43.99,Rice
Mysuru,Kharif,1129.5,30.5,74.1,7.78,39.66,41.73,25.9,Groundnut
Udupi,Kharif,2750.3,31.3,70.8,6.06,113.82,41.58,84.68,Paddy
Ramanagara,Kharif,903.1,29.1,41.6,6.68,20.03,35.56,55.01,Groundnut
Kalaburagi,Rabi,494.7,33.0,62.5,8.1,29.96,17.79,21.63,Pulses
Vijayapura,Kharif,562.2,26.8,31.2,6.53,159.95,26.12,142.67,Sugarcane
Dakshina Kannada,Summer,2567.4,24.8,73.4,5.16,155.59,56.0,171.44,Arecanut
Dakshina Kannada,Year-round,3589.1,22.8,91.2,5.57,164.95,65.0,231.14,Arecanut
Hassan,Kharif,914.0,23.9,84.0,7.01,52.23,51.15,112.66,Coffee
Haveri,Rabi,808.5,26.3,76.9,8.12,9.11,16.72,24.27,Pulses
Haveri,Rabi,879.7,33.0,46.8,6.84,57.84,26.12,40.65,Cotton
Chitradurga,Rabi,592.0,27.5,37.6,5.65,30.44,13.37,30.78,Pulses
Vijayapura,Year-round,682.3,30.4,35.3,7.58,21.81,20.98,23.76,Pulses
Chitradurga,Rabi,546.3,27.8,75.7,6.75,52.52,11.23,25.58,Sorghum
Shivamogga,Summer,1716.9,24.4,62.8,6.05,35.75,17.47,24.88,Millets
Kalaburagi,Rabi,538.4,32.3,44.5,7.88,30.22,24.12,19.87,Pulses
Haveri,Kharif,749.4,23.0,62.0,6.86,54.12,33.74,41.3,Cotton
Haveri,Year-round,764.1,25.2,35.2,6.75,39.39,39.68,31.3,Groundnut
Hassan,Summer,852.5,20.0,51.5,6.23,105.02,57.79,89.97,Vegetables
Kalaburagi,Kharif,662.4,35.8,52.8,7.02,28.64,19.01,22.98,Pulses
Dakshina Kannada,Kharif,3470.0,29.3,42.5,6.06,216.62,86.22,184.43,Rubber
Chitradurga,Rabi,704.7,35.0,68.0,6.42,35.15,39.94,41.3,Groundnut
Gadag,Kharif,767.6,33.4,48.0,6.71,20.26,12.36,21.67,Pulses
Gadag,Rabi,509.5,33.3,75.2,6.89,45.38,24.65,28.37,Sorghum
Dakshina Kannada,Year-round,3349.9,22.1,75.7,5.88,257.73,75.1,125.78,Rubber
Mysuru,Kharif,966.9,28.3,67.3,7.75,35.83,57.12,48.46,Groundnut
Hassan,Rabi,987.9,26.7,87.5,8.03,83.16,39.36,70.85,Vegetables
Haveri,Summer,720.1,33.6,70.4,8.19,27.7,16.84,21.16,Pulses
Gadag,Rabi,783.3,25.2,69.7,7.19,65.39,15.03,27.36,Sorghum
Shivamogga,Kharif,1436.0,25.2,90.9,5.81,41.8,21.49,31.16,Coconut
Dharwad,Kharif,735.1,26.0,78.1,7.34,62.16,26.41,26.57,Jowar
Bagalkote,Rabi,639.7,31.3,30.2,7.47,106.78,19.08,38.51,Cotton
Ramanagara,Summer,775.7,20.3,40.4,7.17,65.74,76.27,80.66,Tomato
Shivamogga,Rabi,1733.7,28.1,81.1,6.16,52.97,14.42,19.92,Millets
Vijayapura,Summer,661.3,37.7,46.9,6.84,14.4,20.31,21.39,Pulses
Bagalkote,Rabi,763.5,31.1,70.9,7.07,66.01,28.24,20.07,Sorghum
Dakshina Kannada,Kharif,3267.7,30.0,68.2,5.21,150.78,68.85,155.65,Arecanut
Shivamogga,Year-round,1567.7,27.2,58.2,5.77,72.06,35.15,88.32,Sugarcane
Ramanagara,Rabi,837.3,28.0,67.6,7.69,136.7,78.18,140.17,Mulberry
Kalaburagi,Summer,611.9,26.1,56.3,7.43,41.56,20.42,44.0,Jowar
Mysuru,Rabi,935.6,29.8,50.4,6.93,42.52,46.61,28.36,Groundnut
Ramanagara,Kharif,863.9,19.9,36.5,6.08,98.99,37.91,73.34,Maize
Hassan,Kharif,887.2,22.0,56.9,7.11,135.74,68.56,260.73,Arecanut
Gadag,Rabi,614.0,29.5,30.4,6.56,20.12,17.02,13.04,Pulses
Belagavi,Kharif,913.5,29.6,51.9,7.11,33.87,46.86,40.87,Groundnut
Gadag,Rabi,599.7,30.8,45.3,6.3,24.95,43.25,41.57,Groundnut
Kalaburagi,Summer,590.9,34.6,54.1,8.03,146.23,31.71,161.67,Sugarcane
Gadag,Rabi,568.4,24.1,53.0,6.85,34.04,22.19,33.1,Jowar
Hassan,Rabi,944.8,29.4,82.6,6.7,77.05,24.98,51.1,Paddy
Dakshina Kannada,Kharif,3990.0,27.1,48.6,6.28,79.56,55.93,154.78,Pepper
Dakshina Kannada,Rabi,3043.3,23.8,82.0,5.8,78.85,50.01,102.76,Pepper
Udupi,Kharif,3602.7,31.8,84.2,6.45,201.04,123.63,387.88,Banana
Kalaburagi,Kharif,547.1,24.2,53.7,6.47,63.71,17.21,34.32,Jowar
Dakshina Kannada,Kharif,3748.6,23.3,44.5,5.52,169.87,82.9,227.73,Rubber
Gadag,Year-round,501.5,27.6,46.1,6.44,63.45,37.49,30.67,Jowar
Mandya,Kharif,767.7,30.7,46.3,7.79,102.86,30.18,118.16,Vegetables
Bagalkote,Rabi,633.2,29.4,33.4,6.55,26.73,50.72,45.65,Groundnut
Kalaburagi,Kharif,524.6,32.8,48.8,6.89,14.94,20.97,19.99,Pulses
Vijayapura,Kharif,672.4,32.4,56.7,6.89,71.72,69.31,57.86,Onion
Udupi,Kharif,3795.7,24.4,80.6,5.42,41.37,37.83,83.82,Cashew
Belagavi,Summer,1054.0,22.8,61.8,7.78,29.18,44.74,36.8,Groundnut
Chitradurga,Rabi,641.0,27.8,63.1,6.62,22.33,11.36,21.05,Pulses
Gadag,Kharif,711.7,26.8,33.0,7.32,22.43,38.62,45.26,Groundnut
Udupi,Kharif,3954.0,27.4,58.6,5.2,54.08,39.94,23.03,Coconut
Haveri,Kharif,736.3,28.4,34.8,8.0,25.35,15.61,18.35,Pulses
Haveri,Kharif,656.8,30.5,72.8,7.95,31.84,37.93,51.83,Groundnut
Mysuru,Kharif,894.9,20.7,67.9,7.96,36.79,48.19,48.54,Groundnut
Ramanagara,Summer,859.8,30.7,65.7,7.64,95.89,50.7,76.23,Tomato
Haveri,Rabi,609.8,31.3,63.9,7.13,74.49,36.71,33.92,Cotton
Chitradurga,Rabi,672.5,27.2,64.2,6.45,44.52,53.29,40.54,Groundnut
Dharwad,Kharif,849.3,33.8,70.6,7.87,35.66,22.85,23.01,Pulses
Dakshina Kannada,Rabi,2430.1,28.4,85.7,5.29,144.45,90.42,240.93,Banana
Kalaburagi,Year-round,635.9,30.8,41.3,6.64,21.52,20.03,17.79,Pulses
Mandya,Rabi,719.7,26.2,52.2,7.36,43.95,15.37,30.38,Ragi
Udupi,Rabi,3102.2,31.0,47.5,6.2,117.49,65.4,248.57,Arecanut
Udupi,Rabi,3340.7,29.8,83.9,5.12,63.18,39.61,36.04,Coconut
Gadag,Kharif,641.6,24.1,46.7,6.92,15.01,28.64,19.95,Pulses
Haveri,Rabi,797.9,25.2,44.6,7.77,11.78,16.45,14.89,Pulses
Dharwad,Kharif,908.6,29.8,65.9,7.89,87.72,47.89,53.57,Maize
Dharwad,Rabi,833.3,25.6,30.3,6.98,96.34,38.07,29.89,Wheat
Belagavi,Kharif,1011.1,23.3,50.0,7.76,17.54,18.04,12.01,Pulses
Chitradurga,Kharif,746.0,34.5,73.8,7.33,84.28,43.59,70.0,Maize
Haveri,Kharif,725.5,29.2,55.6,8.07,72.17,28.45,40.11,Cotton
Haveri,Year-round,617.0,32.5,57.2,6.62,73.57,53.8,61.01,Maize
Vijayapura,Rabi,683.6,37.5,33.1,7.12,44.85,24.66,29.87,Sorghum
Haveri,Kharif,867.9,23.8,76.3,7.19,58.32,11.45,39.54,Jowar
Dharwad,Year-round,855.0,32.1,35.6,7.43,50.24,28.13,27.89,Jowar
Udupi,Kharif,2831.9,29.5,72.2,6.1,68.65,38.81,71.48,Cashew
Vijayapura,Kharif,676.0,26.5,72.9,6.92,72.69,39.04,51.43,Onion
Kalaburagi,Rabi,540.0,36.8,34.0,7.34,57.38,25.07,22.27,Jowar
Ramanagara,Kharif,732.5,33.0,50.5,5.8,63.11,35.46,53.76,Tomato
Shivamogga,Rabi,1790.3,22.0,64.7,6.47,90.06,42.79,67.75,Vegetables
Haveri,Rabi,789.1,32.7,35.4,6.57,49.07,31.44,22.99,Jowar
Belagavi,Rabi,815.2,20.2,48.5,8.06,98.73,32.36,38.6,Rice
Mysuru,Kharif,1177.9,22.3,53.9,8.19,131.97,36.3,110.96,Sugarcane
Kalaburagi,Kharif,561.7,32.9,62.9,7.78,108.62,48.96,128.71,Sugarcane
Hassan,Rabi,1188.4,21.6,65.9,7.69,35.51,14.69,20.26,Ragi
Udupi,Kharif,3410.7,25.2,44.1,5.59,66.66,31.88,88.86,Cashew
Udupi,Kharif,2870.2,31.9,89.8,5.28,61.98,31.13,72.98,Cashew
Belagavi,Rabi,1011.0,23.7,67.0,6.36,81.84,33.73,50.62,Rice
Shivamogga,Rabi,1157.4,31.4,62.9,5.03,87.29,52.22,58.78,Vegetables
Bagalkote,Kharif,651.0,29.7,63.0,6.84,149.29,28.17,100.18,Sugarcane
Chitradurga,Rabi,636.9,27.4,34.4,7.61,86.7,42.84,36.86,Maize
Ramanagara,Rabi,762.7,21.6,62.7,7.49,80.34,58.91,98.54,Tomato
Vijayapura,Kharif,677.0,26.5,37.6,7.08,9.63,23.77,27.57,Pulses
Hassan,Year-round,1101.4,22.7,85.1,7.18,167.17,41.27,235.14,Arecanut
Gadag,Kharif,641.2,30.8,49.8,6.53,40.94,22.94,22.85,Sorghum
Kalaburagi,Kharif,683.1,29.9,50.2,7.49,52.83,25.37,34.62,Jowar
Mysuru,Kharif,908.9,20.2,57.5,6.93,81.68,26.6,49.28,Mango
Belagavi,Rabi,1133.0,23.1,53.0,6.91,41.11,44.93,54.76,Groundnut
Dharwad,Kharif,850.9,22.7,38.8,8.03,15.91,22.63,26.35,Pulses
Shivamogga,Year-round,1635.3,23.6,44.1,5.47,113.14,34.11,72.46,Paddy
Ramanagara,Kharif,739.0,20.7,69.7,6.62,33.0,33.36,38.36,Groundnut
Mysuru,Year-round,809.4,27.5,35.9,6.78,45.69,15.92,23.18,Ragi
Chitradurga,Kharif,554.8,24.8,60.4,5.81,55.19,6.45,40.73,Sorghum
Gadag,Rabi,587.4,35.8,47.5,7.16,47.9,32.41,35.36,Jowar
Kalaburagi,Kharif,689.7,36.9,35.5,8.12,85.99,51.22,111.71,Sugarcane
Vijayapura,Year-round,745.5,30.5,33.2,7.13,41.64,18.98,33.06,Sorghum
Kalaburagi,Rabi,401.1,29.9,48.4,8.01,119.94,25.95,163.18,Sugarcane
Udupi,Kharif,2656.3,23.8,94.5,6.22,76.16,31.18,52.5,Coconut
Gadag,Rabi,512.7,24.4,63.1,6.86,52.35,25.79,21.21,Jowar
Udupi,Kharif,2872.5,31.4,57.9,6.46,89.92,28.65,64.18,Paddy
Shivamogga,Kharif,2172.7,21.5,63.0,6.14,108.02,29.5,66.76,Paddy
Chitradurga,Rabi,720.1,27.3,57.3,7.33,20.64,11.99,13.59,Pulses
Mysuru,Summer,1132.7,19.0,48.4,6.5,27.0,41.59,31.11,Groundnut
Vijayapura,Kharif,515.0,30.8,45.1,7.59,103.81,33.13,93.65,Sugarcane
Dharwad,Rabi,728.4,27.0,65.1,7.42,124.98,50.95,45.51,Wheat
Haveri,Kharif,827.9,23.2,61.5,6.44,77.9,43.34,27.81,Cotton
Shivamogga,Kharif,1660.5,29.1,43.8,5.1,81.81,44.77,52.11,Vegetables
Bagalkote,Year-round,620.4,29.5,47.4,7.41,94.48,19.95,39.19,Cotton
Hassan,Kharif,1112.7,22.3,46.5,8.06,92.57,31.3,65.01,Paddy
Kalaburagi,Kharif,651.7,29.0,65.2,7.32,50.78,27.9,30.01,Jowar
Shivamogga,Year-round,2196.0,25.4,54.2,5.15,25.29,50.46,49.34,Vegetables
Vijayapura,Year-round,632.1,29.7,34.6,7.73,10.68,19.26,13.36,Pulses
Belagavi,Kharif,885.6,20.9,62.2,6.59,15.93,20.52,12.23,Pulses
Haveri,Kharif,694.2,26.8,36.0,6.65,31.66,53.56,41.78,Groundnut
Haveri,Rabi,640.4,32.0,55.6,7.73,13.74,28.88,23.68,Pulses
Vijayapura,Rabi,683.9,31.7,42.6,6.73,114.54,48.37,98.82,Sugarcane
Kalaburagi,Kharif,464.8,27.0,38.4,7.58,48.74,23.57,31.32,Jowar
Hassan,Kharif,843.3,21.8,71.2,8.17,80.49,36.82,177.91,Coffee
Kalaburagi,Rabi,433.6,36.5,58.4,6.61,103.1,44.69,117.99,Sugarcane
Kalaburagi,Kharif,439.8,37.1,52.0,7.36,52.35,18.18,27.73,Jowar
Chitradurga,Kharif,560.6,27.3,45.4,6.27,17.56,30.87,44.66,Groundnut
Bagalkote,Kharif,694.5,24.6,35.6,6.44,106.62,48.27,138.03,Sugarcane
Dharwad,Rabi,845.4,33.1,72.9,7.56,28.37,50.54,34.62,Groundnut
Hassan,Kharif,878.4,20.8,31.0,7.63,32.2,14.98,21.74,Ragi
Vijayapura,Rabi,641.9,32.2,31.5,6.3,28.26,21.81,16.66,Pulses
Dharwad,Year-round,937.3,23.1,49.3,7.76,21.21,31.5,28.82,Groundnut
Udupi,Rabi,3525.8,30.9,60.9,5.28,34.95,35.38,100.93,Cashew
Dakshina Kannada,Rabi,2579.5,24.2,42.7,5.59,82.94,39.45,72.06,Paddy
Chitradurga,Rabi,596.1,34.2,57.2,6.01,55.44,11.82,26.21,Sorghum
Udupi,Rabi,2916.8,27.8,94.3,5.08,40.73,31.88,64.35,Cashew
Shivamogga,Year-round,1470.7,19.7,48.8,6.13,68.62,34.21,43.16,Coconut
Dakshina Kannada,Kharif,3070.1,28.4,81.3,5.75,103.57,30.7,62.88,Paddy
Dharwad,Kharif,810.9,29.7,34.4,7.24,118.79,27.49,65.55,Maize
Mysuru,Year-round,887.2,30.5,41.8,8.15,43.55,37.83,103.25,Vegetables
Ramanagara,Kharif,931.4,29.3,74.7,7.42,127.79,50.57,54.34,Maize
Mysuru,Kharif,865.6,22.1,63.0,7.0,41.78,20.99,26.29,Ragi
Mandya,Year-round,706.8,23.8,59.2,6.34,139.63,49.13,105.62,Sugarcane
Udupi,Kharif,2705.9,30.4,58.6,6.36,59.27,41.73,88.47,Cashew
Hassan,Rabi,831.7,23.7,31.3,6.34,123.14,39.4,129.61,Sugarcane
Ramanagara,Rabi,788.1,24.4,45.1,5.98,67.0,29.97,33.28,Ragi
Belagavi,Summer,816.1,23.5,71.6,7.71,100.67,30.62,45.25,Maize
Kalaburagi,Kharif,400.3,24.5,64.4,6.53,102.63,49.79,127.3,Sugarcane
Ramanagara,Kharif,720.7,23.0,39.5,6.16,25.76,30.43,30.55,Groundnut
Gadag,Kharif,702.2,27.8,76.7,6.29,23.7,32.3,33.22,Groundnut
Chitradurga,Kharif,680.5,34.1,38.3,5.97,72.15,41.99,63.54,Maize
Hassan,Year-round,1034.4,24.7,80.6,6.45,41.3,5.99,22.32,Ragi
Haveri,Rabi,632.7,22.2,55.4,6.67,57.54,24.93,41.03,Cotton
Kalaburagi,Kharif,499.2,37.1,74.3,7.5,18.85,19.67,10.8,Pulses
Gadag,Kharif,513.7,24.1,59.5,7.87,24.65,7.76,33.62,Pulses
Haveri,Kharif,644.8,25.8,35.2,7.49,23.37,30.66,41.44,Groundnut
Udupi,Year-round,3221.1,30.7,78.3,5.07,129.17,58.71,199.68,Arecanut
Haveri,Kharif,719.0,31.7,77.0,7.67,66.93,27.32,49.93,Cotton
Vijayapura,Kharif,557.0,28.2,56.1,7.98,75.5,73.93,94.78,Onion
Hassan,Kharif,1097.2,20.8,60.8,6.69,46.03,20.48,36.26,Ragi
Bagalkote,Summer,755.8,26.5,46.3,6.76,59.63,31.72,25.92,Sorghum
Bagalkote,Kharif,636.5,28.1,54.4,7.93,137.86,53.36,151.73,Sugarcane
Belagavi,Rabi,1005.3,25.6,92.9,7.48,83.62,42.7,46.96,Rice
Dakshina Kannada,Summer,3147.8,29.5,76.7,5.97,73.65,76.92,100.68,Pepper
Mandya,Rabi,702.9,30.5,63.1,6.89,117.08,43.63,109.52,Sugarcane
Gadag,Kharif,704.6,22.4,71.3,7.9,16.72,21.8,25.16,Pulses
Vijayapura,Kharif,577.9,33.2,76.8,7.54,20.36,21.3,14.15,Pulses
Dakshina Kannada,Rabi,2462.7,25.0,66.0,5.67,78.52,19.52,42.97,Coconut
Kalaburagi,Kharif,509.1,26.7,46.1,6.44,72.53,48.8,82.31,Paddy
Vijayapura,Rabi,478.0,25.1,69.6,8.12,19.47,21.59,19.51,Pulses
Bagalkote,Rabi,732.7,29.3,31.4,7.74,29.19,37.19,38.56,Groundnut
Vijayapura,Year-round,662.2,31.8,44.1,7.3,119.33,72.41,126.83,Grapes
Bagalkote,Rabi,652.7,24.1,76.6,7.24,18.26,41.64,38.72,Groundnut
Dharwad,Kharif,740.8,23.5,47.3,6.66,53.82,20.24,35.54,Jowar
Ramanagara,Year-round,936.2,28.0,50.5,7.34,86.67,52.78,75.87,Tomato
Chitradurga,Kharif,513.6,31.9,57.8,7.68,53.61,15.15,31.98,Sorghum
Gadag,Rabi,789.6,31.0,62.7,7.71,36.17,46.24,32.78,Groundnut
Mandya,Rabi,806.2,29.5,42.7,6.52,53.43,19.6,35.26,Ragi
Bagalkote,Kharif,758.9,25.3,69.6,6.58,101.74,50.16,126.93,Sugarcane
Gadag,Kharif,753.7,24.0,32.4,7.34,23.96,26.18,32.95,Pulses
Dharwad,Rabi,702.6,25.1,58.9,6.64,40.49,32.16,27.24,Jowar
Haveri,Kharif,672.4,32.9,37.1,6.67,128.34,36.01,61.72,Maize
Gadag,Kharif,727.6,34.2,77.5,7.27,31.61,28.05,17.79,Pulses
Shivamogga,Kharif,1851.8,21.9,46.8,6.46,44.01,22.25,28.34,Millets
Ramanagara,Kharif,984.4,23.7,79.7,6.15,55.7,47.32,41.76,Groundnut
Mandya,Year-round,929.3,20.8,81.2,7.4,74.09,41.21,43.26,Paddy
Udupi,Rabi,3855.0,29.9,73.2,6.24,69.88,25.77,45.88,Coconut
Kalaburagi,Year-round,436.0,31.8,52.2,6.49,104.05,59.54,131.58,Sugarcane
Belagavi,Year-round,829.2,26.1,55.5,7.57,119.94,65.41,171.47,Arecanut
Mandya,Kharif,737.3,23.7,37.7,7.28,121.03,35.07,41.16,Paddy
Hassan,Kharif,934.7,19.9,89.8,7.43,150.23,29.93,101.99,Sugarcane
Dakshina Kannada,Kharif,2054.4,26.1,40.6,5.68,65.31,30.28,54.58,Coconut
Chitradurga,Summer,541.3,24.9,44.1,6.39,51.03,24.12,23.67,Sorghum
Hassan,Rabi,800.2,25.2,36.4,6.33,81.6,61.3,96.28,Vegetables
Shivamogga,Rabi,1994.3,20.4,63.4,5.29,36.89,22.86,15.9,Millets
Udupi,Rabi,2610.0,26.7,50.2,5.06,73.16,31.85,44.15,Coconut
Chitradurga,Rabi,679.3,27.4,49.5,5.78,29.75,46.99,42.23,Groundnut
Kalaburagi,Kharif,577.6,28.0,64.3,7.65,15.77,19.92,22.96,Pulses
Hassan,Rabi,936.5,24.1,82.1,6.58,73.03,33.82,78.67,Paddy
Shivamogga,Rabi,1760.2,28.3,47.0,5.86,107.79,45.99,106.97,Sugarcane
Mandya,Kharif,935.5,32.5,68.5,6.7,53.27,39.08,30.83,Coconut
Gadag,Rabi,643.2,33.0,74.6,7.43,25.19,21.36,21.49,Pulses
Hassan,Year-round,1106.9,29.0,85.8,6.32,149.05,76.35,240.3,Arecanut
Mandya,Rabi,739.2,33.8,76.0,7.72,121.72,55.68,122.03,Sugarcane
Kalaburagi,Rabi,687.3,24.6,31.7,8.12,172.2,27.96,92.48,Sugarcane
Gadag,Rabi,682.5,35.6,69.5,7.66,28.09,51.62,40.78,Groundnut
Gadag,Summer,783.8,32.1,33.8,8.14,33.47,37.69,26.25,Groundnut
Vijayapura,Kharif,587.9,36.8,45.5,7.05,38.08,24.98,29.35,Sorghum
Mysuru,Kharif,886.3,25.4,32.2,7.65,32.19,40.81,43.09,Groundnut
Gadag,Summer,717.9,22.3,63.5,7.36,47.94,26.31,24.98,Jowar
Hassan,Rabi,871.7,18.9,43.4,6.34,22.68,15.44,33.45,Ragi
Gadag,Kharif,687.3,24.2,73.8,6.68,60.35,31.02,30.3,Jowar
Vijayapura,Summer,738.5,28.8,76.8,6.89,84.1,51.9,94.75,Onion
Gadag,Kharif,547.7,27.0,32.4,7.15,40.34,34.53,23.68,Groundnut
Haveri,Rabi,709.5,22.2,65.0,7.83,24.56,14.84,21.62,Pulses
Haveri,Kharif,775.8,27.6,44.6,7.58,22.05,18.78,24.02,Pulses
Bagalkote,Rabi,726.4,24.2,58.3,6.71,16.71,12.2,20.65,Pulses
Ramanagara,Rabi,905.1,24.6,60.5,5.64,129.59,61.85,126.73,Mulberry
Hassan,Kharif,948.0,22.0,85.7,6.6,48.57,55.3,42.83,Vegetables
Belagavi,Kharif,1128.9,28.6,47.6,7.23,21.83,26.86,58.59,Groundnut
Kalaburagi,Rabi,615.3,26.3,64.8,6.2,76.39,20.39,37.95,Sunflower
Dakshina Kannada,Kharif,2702.2,28.6,55.3,5.38,79.39,37.51,33.39,Coconut
Dharwad,Year-round,860.1,26.3,63.9,7.71,20.96,14.38,16.29,Pulses
Dharwad,Summer,790.8,22.4,35.2,6.42,88.86,20.84,75.55,Maize
Ramanagara,Kharif,851.5,21.6,62.1,6.03,53.16,24.32,40.98,Ragi
Mysuru,Rabi,812.8,27.4,76.3,6.43,39.48,19.43,31.69,Ragi
Haveri,Kharif,766.0,29.7,32.3,8.0,122.43,27.66,84.23,Maize
Kalaburagi,Kharif,650.1,31.7,31.4,8.19,52.1,32.12,23.49,Jowar
Udupi,Kharif,3767.4,27.0,47.9,5.76,146.26,64.64,229.55,Arecanut
Udupi,Year-round,3440.6,26.3,70.4,5.62,142.63,47.48,198.34,Arecanut
Vijayapura,Kharif,518.4,30.1,52.2,7.41,25.23,16.67,20.49,Pulses
Belagavi,Rabi,825.0,27.0,37.3,6.34,82.32,47.46,72.06,Maize
Mysuru,Kharif,986.0,31.6,92.3,7.24,24.3,49.99,38.62,Groundnut
Udupi,Rabi,2929.2,30.6,72.1,5.27,52.98,60.63,108.79,Cashew
Vijayapura,Rabi,524.6,31.1,51.8,6.34,126.32,27.91,90.36,Sugarcane
Ramanagara,Kharif,845.0,32.5,43.8,5.88,92.01,38.31,33.07,Maize
Vijayapura,Kharif,477.2,30.7,77.9,6.65,135.82,63.99,132.66,Grapes
Udupi,Summer,3799.2,32.0,88.5,6.48,63.94,31.93,85.13,Cashew
Mandya,Rabi,884.8,28.0,44.2,6.95,90.66,53.98,100.05,Sugarcane
Vijayapura,Kharif,637.0,37.4,52.4,7.14,90.66,55.77,71.77,Onion
Vijayapura,Rabi,660.4,26.2,78.1,7.43,147.97,37.65,119.37,Sugarcane
Gadag,Summer,561.5,26.6,74.1,7.6,19.04,22.96,26.06,Pulses
Chitradurga,Rabi,501.3,27.1,76.5,5.96,46.44,23.35,33.21,Sorghum
Hassan,Kharif,1115.8,27.0,90.2,8.08,47.19,29.18,25.08,Ragi
Kalaburagi,Kharif,626.7,33.0,72.4,8.17,61.36,30.36,39.5,Sunflower
Dakshina Kannada,Rabi,3315.3,23.9,50.7,6.08,89.53,50.92,115.93,Pepper
Chitradurga,Kharif,656.5,30.3,43.0,5.78,35.04,38.14,41.06,Groundnut
Dharwad,Kharif,895.0,29.9,75.2,7.07,71.83,28.62,36.81,Jowar
Bagalkote,Rabi,602.3,32.9,43.8,7.24,135.33,34.46,25.02,Wheat
Mysuru,Kharif,1047.0,27.6,46.6,7.38,60.15,32.5,40.02,Mango
Haveri,Kharif,756.9,25.3,43.0,6.9,24.6,22.92,23.27,Pulses
Haveri,Rabi,689.3,25.6,36.9,6.59,114.4,52.86,42.92,Maize
